S.No.,Name,Email,District,Address,Phone,Medium
1883,"Agarwal Girls College, Kishangarh",agarwalgirlscollegek@gmail.com,Ajmer,", CITY ROAD, MADANGANJ-KISHANGARH, , WARD NO- 25, , AJMER, RAJASTHAN",9414220164,Both (Hindi & English)
1884,St. Stephen College,lectsushilyadav@gmail.com,Ajmer,"800/2 PRAGATI COLONY, PRAGATI COLONY, RAJAREDDI , MADANGANJ - KISHANGARH,AJMER, MADANGANJ-KISHANGARH, , , , AJMER, RAJASTHAN",9799962228,Both (Hindi & English)
1885,Shri Nagaji College Kantiya (nagaur),shrinagajicollege@gmail.com,Nagaur,"SHRI NAGAJI COLLEGE KANTIYA (NAGAUR), SHRI NAGAJI COLLEGE KANTIYA (NAGAUR), KANTIYA, VPO KANTIYA, KANTIYA, KANTIYA, NAGAUR, RAJASTHAN",9314911911,Both (Hindi & English)
1886,"Aadarsh College Deu,khinvsar Nagaur",singhonkar1969@gmail.com,Nagaur,", FALODI ROAD, DEU, DEU,KHEENVSAR, DEU, DEU, NAGAUR, RAJASTHAN",9828355397,Both (Hindi & English)
1887,Aadarsh Shikshak Prakshikashan Mahavidyalya,govindsharma1384@gmail.com,Nagaur,"DEU, FALODI ROAD, DEU, , DEU, DEU, NAGAUR, RAJASTHAN",9950988736,Both (Hindi & English)
1888,Marwar Mahavidyalaya Degana Jn.,jshudeel83@gmail.com,Nagaur,", MERTA -AJMER BYEPASS ROAD GORERI CHANCHA , DEGANA JN., BYEPASS ROAD, GOREDI CHANCHA, GOREDI CHANCHA (CT), NAGAUR, RAJASTHAN",9460543180,Both (Hindi & English)
1889,Sharda Mahila College Degana,shardamahiladegana@gmail.com,Nagaur,"NEAR PALY GROUND DEGANA, DEGANA, DEGANA, , WARD NO- 7, , NAGAUR, RAJASTHAN",9413117358,Both (Hindi & English)
1890,Vaidanti Shiksha Mahavidhyalaya,vaidanticollege@gmail.com,Nagaur,"106,, GAYTRI MANDIR ROAD,GOREDI CHANCHA, DEGANA JN. (NAGAUR) 341503, GOREDI CHANCHA, WARD NO- 14, , NAGAUR, RAJASTHAN",9672728887,Both (Hindi & English)
1891,Maha Prabhu Swami Ramchrayan Kanya Vidhiya Peeth B.ed.,bs220180@gmail.com,Bhilwara,"NIRBHEY RAM SHALA BHAWAN BHILWARA ROAD SHAHPURA , NEAR BUS STAND BHILWARA ROAD SHAHPURA, NEAR BUS STAND BHILWARA ROAD SHAHPURA, FRONT RAMNIWASDHAM, WARD NO- 11, , BHILWARA, RAJASTHAN",8769733646,Both (Hindi & English)
1892,Dev Kanya Shikshak Prasikshan Mahavidhyalaya,dkspmdeoli@gmail.com,Tonk,"LAL BANGALOW, LINK ROAD, PATEL NAGAR DEOLI, , WARD NO- 16, , TONK, RAJASTHAN",9799233073,Both (Hindi & English)
1893,Rajasthan Aanchalik Mahavidyalaya Asind,rajasthanaanchalik149@gmail.com,Bhilwara,"PANCHAYAT BHAWAN KE SAMNE, BHILWARA ROAD , ASIND, , WARD NO- 1, , BHILWARA, RAJASTHAN",9352532005,Both (Hindi & English)
1894,Acharya Shri Mahapragya Institute Of Excellence,asmie2012@gmail.com,Bhilwara,"MAHAPRAGYA NAGAR, NEGDIYA ROAD, ASIND, , NEGDIYA, NEGARIYA, BHILWARA, RAJASTHAN",9829625844,Both (Hindi & English)
1895,St. Wilfred Law College Ajmer,swlcajmer@gmail.com,Ajmer,"NEAR BALAJI TEMPLE, JAIPUR ROAD, GEGAL, BALAJI TEMPLE, GEGAL, GEGAL, AJMER, RAJASTHAN",9413091656,Both (Hindi & English)
1896,St Wilfred's College,faruqislam89@gmail.com,Ajmer,", NEAR BALAJI TEMPLE, GEGAL, AJMER, GEGAL, N.H.8, GEGAL, GEGAL, AJMER, RAJASTHAN",8764095330,Both (Hindi & English)
1897,Anuvrat Mahila Shikshak Prashikshan Mahavidhyalay Bankli,anuvrat2017@gmail.com,Bhilwara,"00, CHANDRAS ROAD BANKLI , BANKLI , , CHANKHER, BAKLI, BHILWARA, RAJASTHAN",7568047115,Both (Hindi & English)
1898,Rupi Devi Girls College Mandal,sandeepchobey20@gmail.com,Bhilwara,"8733,8734, COLLEGE ROAD,, MANDAL, , MANDAL, MANDAL, BHILWARA, RAJASTHAN",9829797332,Both (Hindi & English)
1899,Matra Bhumi Degree College,mbdcollegeborawar@gmail.com,Nagaur,", GANESH DUNGRI ROAD , BORAWAR, BORAWAR, BORAWAR (CT), BORAWAR (CT), NAGAUR, RAJASTHAN",9799339014,Both (Hindi & English)
1900,Geetajali B.ed College Boarawar,parvejkhandeshwali@gmail.com,Nagaur,"GUJARIYAWAS BORAWAR, GUJARIYAWAS BORAWAR , BORAWAR MAKRANA, BORAWAR , BORAWAR (CT), BORAWAR (CT), NAGAUR, RAJASTHAN",8058125593,Both (Hindi & English)
1901,Shri Rana Mahila T. T. College,srmbcborawar@gmail.com,Nagaur,", GANESH DUNGRI ROAD, GANESH DUNGRI ROAD BORAWAR, BORAWAR, BORAWAR (CT), BORAWAR (CT), NAGAUR, RAJASTHAN",9799339014,Both (Hindi & English)
1902,Satyam College,satyamcollegebeawar@gmail.com,Ajmer,"VILLAGE - SANWA, VILLAGE - SANWA N.H. 8 UDAIPUR ROAD BEAWAR, BEAWAR, , GOHANA, SANWA, AJMER, RAJASTHAN",7014855322,Both (Hindi & English)
1903,S.m.s. Mahila Shikshak Prashikshan Mahavidyalaya Beawar,smsmahilattcollege@gmail.com,Ajmer,", CHUNGI NAKA UDAIPUR ROAD BY PASS JODHPUR ROAD , SHIVNATHPURA BY PASS JODHPUR BEAWAR, BEAWAR , NOONDRI MALDEO (RURAL), SHIVNATHPURA, AJMER, RAJASTHAN",9214904563,Both (Hindi & English)
1904,Rana Royals Girls College,ranaroyalsborawar@gmail.com,Nagaur,", SABALPUR ROAD, BORAWAR, BORAWAR, BORAWAR (CT), BORAWAR (CT), NAGAUR, RAJASTHAN",9982953303,Both (Hindi & English)
1905,Geetanjali B.ed College Borawar,geetanjaliitiborawar@gmail.com,Nagaur,"GUJARIYA VASS, GUJARIYA VASS, BORAWAR, BORAWAR, BORAWAR (CT), BORAWAR (CT), NAGAUR, RAJASTHAN",9887265557,Both (Hindi & English)
1906,"Centre For Entrepreneurship And Small Business Mgmt, Deptt Of Commerce,  Mds University, Ajemr",profbpsaraswat@gmail.com,Ajmer,"VIKRAMADITYA BHAWAN, MDS UNIVERSITY CAMPUS , KAYAD ROAD, PUSHKAR BYE-PASS, GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414007655,Both (Hindi & English)
1907,"Department Of Economics,history, Political Science Mds University Ajmer",sdsingh449@gmail.com,Ajmer,"VALMIKI BHAWAN, MDS UNIVERSITY CAMPUS , KAYAD ROAD, PUSHKAR BYE-PASS, GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414005449,English
1908,"Department Of Yogic Science And Human Consciousness, Mds University, Ajmer",jayaasem@gmail.com,Ajmer,"DEPARTMENT OF YOGIC SCIENCE AND HUMAN CONSCIOUSNESS, , PATANJALI BHAWAN, PUSHKAR BYEPASS ROAD, , GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9314497270,Both (Hindi & English)
1909,"Dept. Of Food Science & Nutrition, Botany Mds University Ajmer",gulrajkk@rediffmail.com,Ajmer,"KANAD BHAWAN, MDS UNIVERSITY CAMPUS, KAYAD ROAD, , GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414013570,Both (Hindi & English)
1910,"Deptt.of Micro Biology, Zoology, M.d.s. University, Ajmer",bhatnagarashis@gmail.com,Ajmer,"KANAD BHAWAN, MDS UNIVERSITY CAMPUS , KAYAD ROAD, PUSHKAR BYE-PASS, GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9462788558,Both (Hindi & English)
1911,"Deptt. Of Pure And Applied Chemistry, Mds University, Ajmer",mehra_rita@rediffmail.com,Ajmer,"DEPTT. OF PURE AND APPLIED CHEMISTRY, , MDS UNIVERSITY CAMPUS , PUSHKAR BYEPASS ROAD, , GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414003191,Both (Hindi & English)
1912,"Deptt. Of Law, Hindi, Sanskrit, Vaidic Studies Mds University, Ajmer",sagarwalfms@yahoo.com,Ajmer,"VIKRAMADITYA BHAWAN, MDS UNIVERSITY CAMPUS , KAYAD ROAD, PUSHKAR BYE-PASS, GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414281321,Both (Hindi & English)
1913,"Department Of Management Studies, Mds University Ajmer",mankum122@gmail.com,Ajmer,"VIKRAMADITYA BHAWAN, M D S UNIVERSITY CAMPUS, PUSHKAR BYEPASS ROAD, , GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9828119991,English
1914,Government Law College Ajmer,govtlawcollegeajm@gmail.com,Ajmer,"GOVT LAW COLLEGE , GOVT LAW COLLEGE AJMER, KAYAD CHOURAHA GHOOGHRA, NEAR MDS UNIVERSITY , GHOOGHRA, GHOOGHRA, AJMER, RAJASTHAN",9414866217,Both (Hindi & English)
1915,Hukumchand Noble Institute Of Science & Technology,msharma9225@gmail.com,Ajmer,"DANTA, MAIN ROAD, BEER CIRCLE, NASIRABAD ROAD, DANTA, DANTA, AJMER, RAJASTHAN",9214026619,Both (Hindi & English)
1916,Department Of Library & Information Science,mdsulibrary@gmail.com,Ajmer,"SARASWAT BHAWAN, CENTRAL LIBRARY, MDS UNIVERSITY CAMPUS, MDS UNIVERSITY, , , AJMER, RAJASTHAN",8829804043,Both (Hindi & English)
1917,"Deptt. Of Environmental Science, Mds University",drpraveenmathur@gmail.com,Ajmer,"MDS UNIVERSITY, PUSHKAR BYE PASS AJMER, GHOOGHRA, RAJASTHAN, WARD NO- 1, , AJMER, RAJASTHAN",9414003023,Both (Hindi & English)
1918,Shri Ranibai Mahila Mahavidhyalaya Ranigoan Makrana Nagaur,nrbajroliya143@gmail.com,Nagaur,", CHHOTI KHATU ROAD RANIGOAN, RANIGOAN, , RANI GAON, RANI GAON, NAGAUR, RAJASTHAN",9672778856,Both (Hindi & English)
1919,Makrana T T College,makranattcollege@gmail.com,Nagaur,"BEHIND SARGAM CINEMA HALL, MANGLANA ROAD, MAKRANA, MAKRANA, JOOSRI, JOOSRI, NAGAUR, RAJASTHAN",9887049701,Both (Hindi & English)
1920,"Apex College, Makrana",apexcollege14@gmail.com,Nagaur,", NOORPURA , BYE PASS ROAD, , , , NAGAUR, RAJASTHAN",9828696963,Both (Hindi & English)
1921,Rajasthan Mahila Kalyan Mandal Sanstha,rmkm_ajm@yahoo.com,Ajmer,"VILLAGE-CHACHIYAWAS,, SIKAR ROAD-AJMER, VILLAGE-CHACHIYAWAS,, SIKAR ROAD-AJMER, , , AJMER, RAJASTHAN",9413223809,Both (Hindi & English)
1922,Marwar Mahavidyalaya Makrana,balveerhukam@gmail.com,Nagaur,", MANGLANA  ROAD MAKRANA , MANGLANA ROAD , , , , NAGAUR, RAJASTHAN",9829274945,Both (Hindi & English)
1923,Prince Mahila Mahavidyalya,kr.choudhary21@gmail.com,Nagaur,", MANGLANA ROAD, MAKRANA, , WARD NO- 1, , NAGAUR, RAJASTHAN",9214826831,Both (Hindi & English)
1924,S S Rathore Memorial T T College Ajmer,ssrttcollege@gmail.com,Ajmer,"R K PURAM, FOY SAGAR ROAD, NEAR, B.K.KUAL, HATHI KHERA, BORAJ-KAZIPURA (CT) WARD NO.-0001, AJMER, RAJASTHAN",9461305173,Both (Hindi & English)
1925,"Bala Sati Ji Mahila Shikshan Prashishan Mahavidhyalaya, Adarsh Nagar V-hatundi (ajmer)",ghanshyam.kumawat84@gmail.com,Ajmer,"BALA SATI JI MAHILA SHIKSHAN  PRASHISHAN MAHAVIDHYALAYA,, ADARSH NAGAR , HATUNDI, MAKHUPURA GOVT ITI , HATOONDI, HATOONDI, AJMER, RAJASTHAN",9694400553,Both (Hindi & English)
1926,Central Academy Teachers Training College Ajmer,centralacademyajm@gmail.com,Ajmer,"UIT, KOTRA, AJMER, , WARD NO- 1, , AJMER, RAJASTHAN",9829060154,Both (Hindi & English)
1927,Jialal Institute Of Education,dr.indootaneja@yahoo.com,Ajmer,", BEAWER ROAD, AJMER, AJMER, , , AJMER, RAJASTHAN",9829448669,Both (Hindi & English)
1928,Shri Onkar Singh Memorial Women T T College,sosmwttcajm@gmail.com,Ajmer,", PUSHKAR ROAD, PASAND NAGAR KOTRA, , , , AJMER, RAJASTHAN",9413742917,Both (Hindi & English)
1929,"Narayana Shikshak Prashikshan Mahavidhyalaya, Parvatpura, Ajmer",narayana_ttcoll@rediffmail.com,Ajmer,"IN VEDIC SCHOOL CAMPUS, PARVATPURA, BYPASS ROAD, PARVATPURA, OPP SAINT JOSEPH SCHOOL, PARVATPURA, WARD NO-38, , AJMER, RAJASTHAN",7597392661,Both (Hindi & English)
1930,Tak Shiksha Niketan T.t. College Ajmer,tsnttc007@gmail.com,Ajmer,"1405, POLICE LINE LOHAGAL , AJMER, LOHAGAL, WARD NO-49, , AJMER, RAJASTHAN",9414253020,Both (Hindi & English)
1931,Bright India Mahila Teacher Training College Ajmer,brightindiamahila22@gmail.com,Ajmer,"70 , FOYSAGAR ROAD, DEFENCE COLONY, NEAR GC 2 CRPF, WARD NO- 10, , AJMER, RAJASTHAN",9413949370,Both (Hindi & English)
1932,Maa Saraswati Mahila Shikshak Prashikshan Mahavidhyalaya,slmeena.ajm@gmail.com,Ajmer,"H. NO 349/50, JAIPUR RAOD, BHOPO KA BARA, BHOPO KA BARA, WARD NO-49, , AJMER, RAJASTHAN",9636910923,Both (Hindi & English)
1933,Shri Kalyan Woman Tt College Tonk,dineshskmtt68@gmail.com,Tonk,", BAMBOR ROAD, ANNPURNA, BUS STAND, WARD NO- 33, , TONK, RAJASTHAN",9001354866,Both (Hindi & English)
1934,Motherland Girlas Teacher Trainig College Tonk,uweskhan054@gmail.com,Tonk,", PANCH KUIYA DARWAZA, PURANI TONK, PURANI TONK, WARD NO-44, , TONK, RAJASTHAN",7014298829,Both (Hindi & English)
1935,"Vivek Mahavidyalaya, Tonk",gahalothari@gmail.com,Tonk,"ADRASH NAGAR, ADRASH NAGAR, TONK, TONK, , , , TONK, RAJASTHAN",9261114336,Both (Hindi & English)
1936,Shree Agrasen College Tonk,agrasencollegetonk@gmail.com,Tonk,", TONK, BADA TAKTHTA, TONK, NONE, , TONK, RAJASTHAN",8385802911,Both (Hindi & English)
1937,"Sanskaar College Of Graduation,peeplu",choudhary.dharm786@gmail.com,Tonk,"BUILDING, NAYA GAON ROAD, SECTOR, HOSPITAL, PEEPLOO, PEEPLU, TONK, RAJASTHAN",8104578808,Both (Hindi & English)
1938,Rajeev Gandhi Balika Mahavidhayla Todaraisingh,rgbmtoda@gmail.com,Tonk,"RAJEEV GANDHI BALIKA MAHAVIDHAYLA , JAIPUR ROAD, TODARAISINGH, , , , TONK, RAJASTHAN",9829939241,Both (Hindi & English)
1939,Bhartiya Teachers Training College,arvindss251@gmail.com,Nagaur,"NEAR ITI COLLEGE, MH ROAD, LADNUN, , WARD NO- 1, , NAGAUR, RAJASTHAN",7737176747,Both (Hindi & English)
1940,Shri Madhav Shikshak Prashikshan Mahavidyalaya,jpdidwana2015@gmail.com,Nagaur,"KHASRA NO 923/23, JASWANTGARH MEGA HIGHWAY, LADNUN, PABOLAV, JASWANT GARH, JASWANT GARH, NAGAUR, RAJASTHAN",9460527274,Both (Hindi & English)
1941,Shri Madhav Mahavidyalay,prajapatiparm@gmail.com,Nagaur,"SHREE MADHAV COLLEGE, MEGA HIGHWAY, PABOLAV, , ASOTA, ASOTA, NAGAUR, RAJASTHAN",9672822063,Both (Hindi & English)
1942,"Tagore College,nimbi Jodha",vs19041981@gmail.com,Nagaur,"LADNUN ROAD,NIMBI JODHA,DISTT.-NAGAUR, NIMBI JODHA, NIMBI JODHA, NIMBI JODHA, NIMBI JODHAN, NIMBI JODHAN, NAGAUR, RAJASTHAN",8290177677,Both (Hindi & English)
1943,Tagore Teachers Training College Kekri (ajmer),ttckekri@gmail.com,Ajmer,"TAGORE NAGAR , AJMER ROAD, KEKRI , , , , AJMER, RAJASTHAN",9414555184,Both (Hindi & English)
1944,Alok Vigyan Mahavidalya Kekri,gourkalyan4@gmail.com,Ajmer,"AJMER ROAD KEKRI, AJMER ROAD KEKRI , TAGOR NAGER KEKRI , NEAR RELAENCE PETROL PUMP , WARD NO- 1, , AJMER, RAJASTHAN",9413290882,Both (Hindi & English)
1945,"Shri Jain College, Kekri",shrijain2001@gmail.com,Ajmer,"24/114, NEAR RAJPURA ROAD, JAIPUR ROAD, , WARD NO- 27, , AJMER, RAJASTHAN",9214501371,Both (Hindi & English)
1946,Gurukul Teacher Institute,jitendrasharma.ajmer@gmail.com,Ajmer,", SARSARI GATE, KEKRI, , , , AJMER, RAJASTHAN",9414433216,Both (Hindi & English)
1947,Lord Tirupati Mahavidyalaya,ltc.kekri21@gmail.com,Ajmer,"SHREE KSHTRIYA SABHA , BIJASAN MATA KE SAMNE , KEKRI, , WARD NO- 6, , AJMER, RAJASTHAN",9214055784,Both (Hindi & English)
1948,Gurukul College Kekri,gurukulsikshansansthan.kekri@gmsil.com,Ajmer,", BEAWAR ROAD , KEKRI, , , , AJMER, RAJASTHAN",9414433216,Both (Hindi & English)
1949,Shri Mishri Lal Dubey Girls Tt College Kekri,rlverma1234@gmail.com,Ajmer," , AJMER ROAD, KEKRI, , RAMPALI, AJGARI, AJMER, RAJASTHAN",9214592279,Both (Hindi & English)
1950,Sanatan Dharam Physical Teacher Training College Kekri,sdpttkekri@gmail.com,Ajmer,"RAMNAGAR, JAIPUR ROAD,KEKRI, KEKRI, RICO AREA , WARD NO- 24, , AJMER, RAJASTHAN",9672604481,Both (Hindi & English)
1951,Sevanand College Newai,sevanandnewai@gmail.com,Tonk,", VINAYAK NAGAR, JUGALPURA, , DHANI JUGALPURA, JUGALPURA KALAN, TONK, RAJASTHAN",9414621016,Both (Hindi & English)
1952,Shreejee Teachers Training College,sttcbijoliya@gmail.com,Bhilwara,"PATHIK NAGAR, BUNDI ROAD, BIJOLIYA, OPPOSITE SDM OFFICE, BEEJOLIYA KALAN (CT) WARD NO.-0001, BEEJOLIYA KALAN (CT) WARD NO.-0001, BHILWARA, RAJASTHAN",9784244501,Both (Hindi & English)
1953,Seema Memorial College Parbatsar,sjenagaur@yahoo.com,Nagaur,"NEAR FCI GODAM, HARSOR ROAD, PARBATSAR, OPPOSITE JAIL SEEMA MEMORIAL CAMPUS, WARD NO- 9, , NAGAUR, RAJASTHAN",9694053630,Both (Hindi & English)
1954,Shree Vivekanand   Girls College Manglana Nagaur,shreevivekanandcollege@gmail.com,Nagaur,"SHREE VIVEKANAND   GIRLS COLLEGE MANGLANA NAGAUR , MANGLANA , MANGLANA NAGAUR, BALA JI BAGICHI KE PASS, MANGLANA, MANGLANA, NAGAUR, RAJASTHAN",9636504850,Both (Hindi & English)
1955,Sanskaar Teacher Training College Peeploo,sanskaarcollege@gmail.com,Tonk,"KH.NO.2504, NAYA GAON ROAD, PEEPLOO, GOVT HOSPITAL, PEEPLOO, PEEPLU, TONK, RAJASTHAN",9887056169,Both (Hindi & English)
1956,Saint Paul Mahavidhyalaya,spcollege111@gmail.com,Tonk,", NANER, NANER, , NANER, NANER, TONK, RAJASTHAN",9887138248,Both (Hindi & English)
1957,Shri Paragya Mahavidyalaya,spcollege2008@gmail.com,Ajmer,", BEAWER ROAD , BIJAINAGAR, , , , AJMER, RAJASTHAN",9460706024,Both (Hindi & English)
1958,Rama Devi B.ed. College Bijainagar,ddushyant1977@gmail.com,Ajmer,", BAJRANG COLONY, BIJAINAGAR (AJMER), BAJRANG COLONY, WARD NO- 15, , AJMER, RAJASTHAN",9950291313,Both (Hindi & English)
1959,Shree Tagore Teacher Training College,shreetagorebed@gmail.com,Nagaur,", JHALARA ROAD , KUCHAMAN CITY, , , , NAGAUR, RAJASTHAN",9252212311,Both (Hindi & English)
1960,Kuchaman College,kuchamancollege@gmail.com,Nagaur,"KUCHAMAN COLLEGE, STATION ROAD, KUCHAMAN CITY, , , , NAGAUR, RAJASTHAN",9413039104,Both (Hindi & English)
1961,"Adarsh P.g. College ,kuchaman City",adarshcollegekct2009@gmail.com,Nagaur,"BEHIND DEPUTY OFFICE, STATION ROAD, KUCHAMAN CITY, 220422, WARD NO- 11, , NAGAUR, RAJASTHAN",9413179288,Both (Hindi & English)
1962,Modern Mahila Mahavidhalaya Kuchaman City,moderngirlscollege187@gmail.com,Nagaur,"ASPURA ROAD, ASPURA ROAD, KUCHAMAN CITY, KUCHAMAN CITY, WARD NO- 34, , NAGAUR, RAJASTHAN",9887734168,Both (Hindi & English)
1963,Shree Tagore College,shreetagorecollege08@gmail.com,Nagaur,"WORD NO. 3, JHALARA ROAD , KUCHAMAN CITY, KUCHAMAN CITY, WARD NO- 3, , NAGAUR, RAJASTHAN",9983275551,Both (Hindi & English)
1964,Laxmi Bai Mahila Mahavidhyalaya,lbgcmalpura@gmail.com,Tonk,"SADARPURA RAOD MALPURA, SADARPURA RAOD MALPURA, SADARPURA MALPURA, SADARPURA MALPURA, RAJPURA, SADARPURA, TONK, RAJASTHAN",9414789990,Both (Hindi & English)
1965,Rekha Devi Memorial Teacher Traning Institute Malpura,adhinath1963@gmail.com,Tonk,"JAIPUR ROAD, AVIKANAGAR MALPURA, MALPURA, MALPURA TOOL PLAJA KE PAAS, CHANDSEN, CHAND SEN, TONK, RAJASTHAN",7891436263,Both (Hindi & English)
1966,Eminent T T Girls College,eminentcampus@gmail.com,Tonk,"JAIPUR ROAD SODA DIGGI, JAIPUR ROAD DIGGI, MALPURA TONK RAJASRHAN, MALPURA, DIGGI NUKAD, SODA, SODA, TONK, RAJASTHAN",9983744034,Both (Hindi & English)
1967,Mayur Mahavidyalaya,brk@484gmail.com,Nagaur,", JHALARA ROAD, KUCHAMAN CITY, , WARD NO- 2, , NAGAUR, RAJASTHAN",9828674102,Both (Hindi & English)
1968,Kuchaman College Of Education U.g. Course,kceug.kcity@gmail.com,Nagaur,"WARD NO. 26, SIKAR ROAD, KUCHAMAN CITY, MRD 46, WARD NO- 26, , NAGAUR, RAJASTHAN",9414813275,Both (Hindi & English)
1969,Tagore Shikshak Prashikshan Sansthan,tagorettkct@gmail.com,Nagaur,", KUCHAMAN CITY, KUCHAMAN CITY, , , , NAGAUR, RAJASTHAN",8003080773,Both (Hindi & English)
1970,Shri Narayan Teacher Training School (bed),snttkcity@gmail.com,Nagaur,", SIKAR ROAD, KUCHAMAN CITY, , WARD NO-53, , NAGAUR, RAJASTHAN",8432364141,Both (Hindi & English)
1971,Shri Narayan Mahavidyalaya,snmkcity@gmail.com,Nagaur,", SIKAR ROAD, KUCHAMAN CITY, , WARD NO-53, , NAGAUR, RAJASTHAN",8432364141,Both (Hindi & English)
1972,B R Khokhar Memorial Teacher Training College,brkeducation@gmail.com,Nagaur,"B R KHOKHAR, PADMPURA ROAD, KHATIYO KA MOHALA, , WARD NO- 19, , NAGAUR, RAJASTHAN",9549177777,Both (Hindi & English)
1973,Astha College,dayalsheshmakct@gmail.com,Nagaur,", DALLA BALAJI ROAD, KUCHAMAN CITY, , , , NAGAUR, RAJASTHAN",9785287916,Both (Hindi & English)
1974,Career Point College,kotaclasses2013@gmail.com,Nagaur,"BEHIND BSNL OFFICE, DIDWANA ROAD, KUCHAMAN CITY, , WARD NO- 1, , NAGAUR, RAJASTHAN",9784393090,Both (Hindi & English)
1975,Vivekanand College,vivekanandcollegekuchaman@gmail.com,Nagaur,"JUSARI ROAD, JUSARI ROAD, JUSARI ROAD, , , , NAGAUR, RAJASTHAN",9414777461,Both (Hindi & English)
1976,D.r. Memorial Mahila Mahavidyalaya,drmmm2@gmail.com,Nagaur,"KUCHAMAN CITY, KUCHAMAN CITY, KUCHAMAN CITY, KUCHAMAN CITY, , , NAGAUR, RAJASTHAN",9783509570,Both (Hindi & English)
1977,Hp Kabra Girls College,hpkabragirlscollege@gmail.com,Nagaur,"306, NEAR SHAKMRI MATA MANDIR ,STATION ROAD, KUCHAMAN CITY, KUCHAMAN CITY, NONE, , NAGAUR, RAJASTHAN",9785940910,Both (Hindi & English)
1978,Radhakrishan Teachers Training College,rkttkcity@gmail.com,Nagaur,", KUCHAMAN CITY, KUCHAMAN CITY, , , , NAGAUR, RAJASTHAN",9887290274,Both (Hindi & English)
1979,Smt. Narayani Devi Verma Women Teachers Training College,ndvttcollege@gmail.com,Bhilwara,"NEAR SHIV CHARAN MATHUR CIRCLE, IN FRONT OF AGRAWAL BHAWAN, VIJAY SINGH PATHIK NAGAR , , , , BHILWARA, RAJASTHAN",9468654492,Both (Hindi & English)
1980,Kanchan Devi Teachers Training College,kdcbhl@gmail.com,Bhilwara,"KANCHAN VIHAR, PANSAL ROAD, JAWAHAR NAGAR, GREEN VALLY SCHOOL, WARD NO-55, , BHILWARA, RAJASTHAN",9829039304,Both (Hindi & English)
1981,Pearl Teachers Training College,pearlttcollege@gmail.com,Bhilwara,"PEARL TEACHERS TRAINING COLLEGE, PANSAL ROAD, BHILWARA-311001, BHILWARA, OPPOSITE HANUMAN TEMPLE, WARD NO-50, , BHILWARA, RAJASTHAN",9461278647,Both (Hindi & English)
1982,Greenvalley College Of Education Bhilwara,dbothra@rediffmail.com,Bhilwara,", PANSAL ROAD BHILWARA, BHILWARA, , , , BHILWARA, RAJASTHAN",9414313748,Both (Hindi & English)
1983,Rajeev Gandhi Mahavidhyalay Amarwasi,rgvssamarwasi@gmail.com,Bhilwara,"RAJEEV GANDHI MAHAVIDHYALAY AMARWASI , JAHZPUR ROAD AMARWASI, AMARWASI , , AMARWASI, AMARWASI, BHILWARA, RAJASTHAN",9636510076,Both (Hindi & English)
1984,Maa Durga Mata Bed College,maadurgabed@gmail.com,Nagaur,", NEAR POLICE CHOWKI, RIYAN BADI, , RIYAN BADI, RIYAN BADI, NAGAUR, RAJASTHAN",9414218757,Both (Hindi & English)
1985,Santosh Mahavidyalaya,santoshcollegeriyan@gmail.com,Nagaur,"GADH KE ANDAR, SADAR BAZAR, RIYAN BADI, BSNL OFFICE , RIYAN BADI, RIYAN BADI, NAGAUR, RAJASTHAN",9414468540,Both (Hindi & English)
1986,"Agarwal College, Merta City",agarwalcollegemerta@gmail.com,Nagaur,", CHUNDIYA ROAD, SHIV COLONY, , WARD NO- 30, , NAGAUR, RAJASTHAN",9413132196,Both (Hindi & English)
1987,"Agarwal Girls T T College, Merta City",agarwalgirlsttcollegemerta@gmail.com,Nagaur,", CHUNDIYA ROAD, MERTA CITY, , WARD NO- 30, , NAGAUR, RAJASTHAN",9660978706,Both (Hindi & English)
1988,"Agarwal Shikshak Prashikshan Mahavidyalya, Merta City",agarwalttcollegemerta@gmail.com,Nagaur,", CHUNDIYA ROAD, SHIV COLONY, , WARD NO- 30, , NAGAUR, RAJASTHAN",9660978706,Both (Hindi & English)
1989,Marudhar Defence Mahila Mahavidhalay Mertacity,mdsmertacity@gmail.com,Nagaur,"MARUDHAR DEFENCE MAHILA MAHAVIDHLAY MERTA CITY, AJMER-NAGOUR NH-89, BIZANDA ROAD, MEERA REGIDENCY -3, WARD NO- 25, , NAGAUR, RAJASTHAN",9414177935,Both (Hindi & English)
1990,"Agarwal Girls College, Merta City",agarwalgirlscollegemerta@gmail.com,Nagaur,", CHUNDIYA ROAD, SHIV COLONY, , WARD NO- 30, , NAGAUR, RAJASTHAN",9660978706,Both (Hindi & English)
1991,Prabhakar Degree College,prabhakarcollege@gmail.com,Nagaur,", CIVIL LINE, MERTA  CITY, POST OFFICE , WARD NO- 27, , NAGAUR, RAJASTHAN",8239737733,Both (Hindi & English)
